	GSM3038876_M-17-1.CEL	GSM3038877_M-17-2.CEL	GSM3038878_M-17-3.CEL	GSM3038879_S-17-1.CEL	GSM3038880_S-17-2.CEL	GSM3038881_C-17-1.CEL	GSM3038882_C-17-2.CEL	GSM3038883_C-17-3.CEL	GSM3038884_M-24-1.CEL	GSM3038885_M-24-2.CEL	GSM3038886_M-24-3.CEL	GSM3038887_S-24-1.CEL	GSM3038888_S-24-2.CEL	GSM3038889_S-24-3.CEL	GSM3038890_C-24-1.CEL	GSM3038891_C-24-2.CEL	GSM3038892_C-24-3.CEL	GSM3038893_M-49-1.CEL	GSM3038894_M-49-2.CEL	GSM3038895_M-49-3.CEL	GSM3038896_S-49-1.CEL	GSM3038897_S-49-2.CEL	GSM3038898_S-49-3.CEL	GSM3038899_C-49-1.CEL	GSM3038900_C-49-2.CEL	GSM3038901_C-49-3.CEL
Solyc00g005050.2	8.894695344	8.558872323	7.919892298	7.670924002	8.588995158	8.964396346	8.929806371	7.904443113	9.282241833	9.134149637	8.923346903	8.89661819	8.739602331	8.883910766	8.833503898	7.493335243	8.610773877	9.319318855	8.443932719	8.115758224	8.599870583	8.765399591	9.162174652	9.186401004	9.178454036	9.13594665
Solyc00g005070.1	10.89597781	10.91868443	10.69383129	11.45878374	10.53677123	10.77717264	10.86767021	10.74216508	9.709726929	10.20246427	10.6332007	10.43434017	10.92218229	9.691017135	10.59440711	11.5028311	11.14391178	10.85899357	10.54947284	10.97577907	10.83117592	10.77545972	10.46098316	10.61244605	9.642072633	10.51422401
Solyc00g005440.1	8.792143879	9.625216771	10.08689881	10.42837871	9.703779353	8.798912644	8.491758925	9.592831963	9.075007147	8.604356657	9.195325673	9.204496158	9.347702391	8.927075713	8.525103747	9.995485181	9.250149382	8.573447538	9.327029725	9.821713323	9.114365194	9.138509604	8.750753772	9.078902982	8.889862108	9.266882378
Solyc00g006470.1	11.87306435	12.29356163	12.31615814	12.14814399	12.39017762	12.06525831	12.18181247	11.63482387	12.48862116	11.84194553	11.70531652	11.65571514	12.49461845	11.79750708	11.56130717	11.95829762	11.76097158	12.07583807	12.00450095	11.69522644	12.3458504	12.11808109	12.17455122	12.17088845	12.28810576	12.37044164
Solyc00g006690.2	11.87306435	12.29356163	12.31615814	12.14814399	12.39017762	12.06525831	12.18181247	11.63482387	12.48862116	11.84194553	11.70531652	11.65571514	12.49461845	11.79750708	11.56130717	11.95829762	11.76097158	12.07583807	12.00450095	11.69522644	12.3458504	12.11808109	12.17455122	12.17088845	12.28810576	12.37044164
Solyc00g006800.2	11.64977418	11.93255531	11.61608737	11.46262225	11.85595723	11.74844758	12.29849626	11.39894497	12.07255488	12.36322637	12.2272294	12.36291504	11.64622806	12.05702996	11.87951494	11.18922487	11.87745126	12.1684224	11.8675365	11.37575491	11.56281679	11.74991344	11.90799822	11.79543184	11.62697271	12.00064044
Solyc00g006810.2	4.375887078	4.448231699	4.465210171	5.078862583	4.302792837	4.751515454	4.965589134	4.822292426	4.286097506	4.578096076	4.396508815	4.169376669	5.011788735	4.490331981	4.521420164	5.506688458	4.927024802	4.943961975	5.128438791	4.729059203	4.40241286	4.955533772	4.990571539	4.293267221	4.586741075	4.276243914
Solyc00g007060.2	6.15297096	5.91969038	5.124169401	4.230224082	5.829024382	6.562537841	7.045515408	5.713662582	6.854573557	6.275042774	5.952358879	5.876897143	5.834442173	6.45072091	7.207514912	5.032801536	6.043904503	6.455782332	5.812525991	5.809094753	6.11422658	6.075583094	6.55227956	6.2064282	6.197607844	6.653627396
Solyc00g007070.2	8.795408946	8.458450898	8.04783914	7.59023579	8.309477924	8.839022605	8.995840604	7.953997267	9.070944466	8.938302996	8.527878197	8.55764607	8.468498941	8.699419227	9.024480543	7.850405957	8.322229841	8.63234506	8.404453897	7.855459439	8.323693618	8.522771903	9.349490601	9.197262487	9.189005807	8.637495682
Solyc00g007090.2	7.579994462	7.749049445	7.682106221	7.934505513	7.657920339	7.338411005	7.328596249	7.667659444	7.358285739	7.676638817	7.745175057	7.554941989	7.488204209	7.408980847	7.268312999	8.071150335	7.539475669	7.417928659	7.44344587	7.593824622	7.541445907	7.388584925	7.104254646	7.224313638	7.480643837	7.483080493
Solyc00g007270.2	11.77553098	11.96303054	11.49657198	11.42180235	11.84870521	12.30930068	12.32338865	11.54732096	12.07131891	12.08065505	11.95082844	11.94904987	12.10773196	11.79310883	12.36127134	12.00996347	12.34223889	12.01197197	11.98191325	11.60111667	11.83504653	12.01300115	12.21057049	11.83496087	11.91776593	12.06536176
Solyc00g008680.2	10.57479427	9.97633557	10.05891748	9.658902467	10.08190785	9.924275906	9.961516167	9.792639523	10.16926162	10.17359193	10.14710903	10.14540065	9.938814559	10.21233432	9.932275428	9.856613752	9.86927217	10.01715378	9.949649716	10.02219608	10.07768043	10.11241075	10.07000664	10.44879857	10.53639092	10.06126925
Solyc00g009020.2	11.78058441	11.31425629	11.79506777	11.83969348	11.47805568	11.51564798	11.26845408	11.47903876	11.20629113	11.34313536	11.32617012	11.3292835	11.7542107	11.5207996	11.16851557	11.52168458	11.50563817	11.77614664	11.92288593	11.64769773	11.57164926	11.72702892	11.32581357	11.63120601	11.66802688	11.46073664
Solyc00g009090.2	8.018896588	5.772667425	7.695639097	7.899319589	6.800336569	6.476080504	3.876877229	6.697537733	5.757256647	5.837365029	6.779451279	5.849726147	4.690806732	6.297035675	4.076411154	6.049313995	5.596087585	5.075978756	6.120952239	7.082538101	7.056511691	6.101262942	5.444461166	7.583180609	7.39866412	5.5140369
Solyc00g009130.2	4.697637418	3.631476108	3.072975263	3.612638854	3.498257331	5.028816151	5.681869915	5.071697248	3.950678355	3.404571164	3.655035498	3.743769837	3.851437273	4.647747256	6.264161605	4.087723641	4.224011892	3.994412561	3.671428324	4.31052927	4.834865084	4.38702722	4.660847836	5.466749061	4.76855589	4.373479094
Solyc00g010520.1	6.005941297	6.815196429	9.80075552	9.646352859	9.569929291	10.26069043	8.816016865	10.96431805	7.058364538	10.54416876	9.574555659	10.35292703	8.779854027	6.79493776	7.309160877	6.897014635	8.698906944	8.631009115	9.855289527	7.951810183	7.878152123	8.948209463	8.904034809	6.257870127	6.91958512	10.04334944
Solyc00g011170.1	11.81556724	12.30210511	12.59483823	12.30545133	12.7020382	12.22463154	12.38275142	12.36549944	12.40996583	11.96306169	11.96525956	12.05057025	12.34497876	11.88245117	12.36506768	12.6851845	12.22806039	11.95764078	12.19956275	12.11554999	12.41865275	12.42790297	12.2058408	12.13945542	12.08437608	12.09477268
Solyc00g011880.2	4.792190566	4.520329505	4.388760141	4.640334873	4.598171994	4.427742302	4.557651215	4.380417811	4.38478744	4.607846841	4.762608269	4.663148248	4.741667792	4.50286878	4.409483193	4.100659031	4.50286878	4.500356425	4.529200478	4.576374808	4.84216282	4.687559264	4.612914097	4.458752999	4.238698174	4.340692883
Solyc00g011890.2	6.576912947	5.758198752	4.777796338	5.090433685	5.319028122	6.174484507	6.276463629	4.80213036	6.453446991	6.116561192	5.700610149	5.881016512	5.624974543	5.518661282	6.198711925	4.805395821	4.892302987	6.305856101	5.682559022	5.075148043	5.631661595	5.795190173	6.87267133	7.065989251	7.047940932	5.975025169
Solyc00g012440.1	11.37196383	11.69989423	12.77746589	12.40384243	12.52001463	11.75416023	12.05946718	12.70035767	11.81920199	11.36084128	11.57801989	11.69289869	11.58860362	11.41264612	12.4395634	12.76884908	12.15901247	11.11081474	11.98176585	12.20554438	11.84371926	12.18154508	11.59254906	11.12081615	11.13964787	11.38660299
Solyc00g017530.1	3.068759755	3.167586717	3.948551722	3.905746244	3.104405249	2.969081327	3.157102665	3.126907745	3.180306132	2.859719607	3.148736001	3.001043269	3.019144222	3.064441735	3.047958965	3.840642123	3.278210337	3.055591306	3.060260647	3.4020377	3.112244781	3.058684821	3.087723328	3.068526038	3.08628925	2.98731508
Solyc00g019730.1	11.32846124	10.04086804	9.206768211	8.409611504	10.55141621	11.45608472	12.05704769	9.595374764	11.7360215	11.16742334	10.6054173	10.98969239	10.43361377	11.13366534	12.34521015	8.701627323	10.02591602	11.20256787	10.46446128	9.196938498	10.87579193	11.39022803	12.14353326	11.98261832	11.78864047	11.0343303
Solyc00g019740.1	9.270796323	7.959119266	8.260188528	8.444921893	8.734395802	9.045523996	9.662510178	8.486924088	9.749708321	8.932057652	8.275571594	8.743512829	8.345588457	8.909271546	10.08927054	8.93984156	8.023086421	9.288298572	8.272037917	8.028386173	8.274624313	8.99502081	9.798457229	10.67901374	10.39963253	8.77914654
Solyc00g024150.2	4.142809744	4.953447273	4.956882433	5.330642787	4.590832117	4.857624085	4.456291072	4.764181574	3.97626065	4.783544958	4.899150029	4.781041395	4.797678875	3.943747919	4.353564039	5.83935671	5.35975319	4.556202507	4.48131333	4.565253228	4.254468872	4.816729308	4.600045979	4.114380484	4.255849462	4.50957363
Solyc00g026160.2	9.773188065	8.424903211	10.2525646	8.697088961	8.520382896	6.673364729	6.905969635	7.615189463	9.081769271	6.736570165	7.644708541	7.013530646	8.449372616	6.984985814	6.736570165	7.006373297	5.761206184	8.704813204	9.462712123	8.17152003	7.095534234	7.04272205	7.06368938	8.790667252	9.38502557	7.226718888
Solyc00g027770.2	5.59247456	5.188185389	4.091010184	4.808283199	4.94877249	5.919356734	6.423586532	4.692934997	6.14337598	5.829948847	5.375768791	5.338731808	5.519610286	5.925871995	6.333732966	4.545809846	5.13333338	6.510763886	5.344381458	4.521821393	5.227668827	5.665787631	6.061905754	6.138369652	5.991504609	5.996523235
Solyc00g033460.2	2.607452415	2.781106078	3.145123996	3.108967167	2.713335109	2.559064366	2.55059533	2.73095671	2.665815796	2.69560131	2.618568878	2.609729783	2.614446551	2.497631007	2.57514817	3.088267595	2.745954309	2.578191338	2.453231337	2.75809066	2.65399689	2.63132205	2.605226172	2.373752358	2.612083989	2.565467534
Solyc00g036540.1	11.21515911	10.52227504	9.829526471	9.752757402	10.50004065	11.27099661	11.1796438	9.873388225	11.0524735	10.98889315	10.4820991	10.8261113	10.93378286	11.12187795	11.4392987	8.71602279	10.31105466	11.39818343	10.4031285	10.00708522	10.78516336	10.94401562	11.45554905	11.52746497	11.47789105	11.33376124
Solyc00g039990.2	7.15432568	7.434554068	8.132926747	7.906519049	7.766787787	6.921464436	7.205006363	7.872253251	7.251940423	7.472241072	7.520949901	7.48327419	7.196027925	7.01730347	6.966785819	8.196425709	7.614493069	7.013923341	7.706595552	7.645747756	7.046851491	6.805770441	6.639109658	6.636804954	7.141179678	6.739615098
Solyc00g044750.1	8.368666173	7.675078602	7.807024628	7.381124531	7.846320541	7.700469489	7.722517279	7.772792853	7.779928589	8.068122242	8.057804147	8.110529627	7.788570088	7.766240016	7.756425227	7.820210484	8.065898095	7.661871342	7.709548495	7.543931713	7.847907025	8.245152458	7.926773174	7.793084296	8.172214051	7.637231725
Solyc00g052940.2	5.091404628	4.326015759	4.588545971	4.873857076	4.471685331	4.955950831	5.039364927	4.155961404	4.955950831	5.138773375	4.566737469	4.765807161	4.864060521	4.733336522	5.119614909	4.498734151	4.46325752	5.157036816	4.181624558	3.909434247	4.76935839	5.043879065	5.517152274	5.230704566	5.310975874	4.724137441
Solyc00g066150.1	4.819633067	4.213041293	3.511208966	3.107871445	4.098754557	4.533031469	4.970345012	2.860166955	4.373082202	4.831469782	3.962380235	4.106770613	4.095270643	4.071610097	4.575059497	3.444464823	3.305983378	5.02337683	4.092948077	3.286754538	3.685121034	4.205412603	4.930345467	5.312487157	5.207429219	3.554246205
Solyc00g067470.1	10.16212279	10.51297828	10.31161496	10.34074771	10.18218812	10.05046068	9.896086706	9.693966828	10.07433907	10.77078575	10.78167341	10.83042908	10.14061837	9.917175067	9.769164646	9.968699692	10.15890502	9.992887204	9.88534929	10.38469089	9.963426118	10.24140683	10.52649478	9.988447854	9.694409651	10.29609169
Solyc00g068970.2	12.25917065	12.90431599	12.41221056	12.20706023	12.88406176	12.69510285	12.70603566	12.03064121	13.00072967	12.5652821	12.35249922	12.4082418	13.1013539	12.35225622	12.29057195	12.60151992	12.2971083	12.80446682	12.41735965	12.02555559	12.99358623	12.67426086	12.81913253	13.15809469	13.0291043	12.80294237
Solyc00g068980.1	12.0661175	12.59893881	12.36418435	12.17760211	12.63711969	12.38018058	12.44392407	11.83273254	12.74467542	12.20361382	12.02890787	12.03197847	12.79798618	12.07488165	11.92593956	12.27990877	12.02903994	12.44015244	12.2109303	11.86039102	12.66971832	12.39617098	12.49684188	12.66449157	12.65860503	12.58669201
Solyc00g071180.2	5.06904035	9.727999482	7.233523739	3.410779315	10.2284401	4.74109517	6.468941413	8.613806377	7.446762774	5.989120281	5.477104802	10.18361277	5.582850095	10.34614589	8.749154564	4.755266041	3.707828248	8.787190412	6.300426845	9.145255663	7.847170509	5.713680899	8.528278876	3.954783164	5.96275392	6.534499662
Solyc00g072400.2	11.72800011	9.912565108	9.835559611	9.380585573	10.45663725	9.978063341	6.494255124	7.532789045	11.19469189	11.62280843	11.69436314	11.71836805	8.720868795	9.54447012	8.373124103	8.694884224	8.853550312	10.60057626	9.34873138	9.198492386	9.836094816	10.66889624	10.56743082	12.23835391	12.08482401	10.44522929
Solyc00g072800.2	9.244143056	9.28671271	9.809887599	9.750668476	9.21074325	9.255469255	9.034079481	9.409007818	8.345804886	9.203950907	9.152490106	8.957785639	9.402913472	9.140186361	8.969960383	10.16179752	9.429695771	8.911384022	9.289601527	9.67060412	9.350972131	9.831995889	10.10770911	8.820258241	9.013027126	8.842166422
Solyc00g082150.2	10.54936058	10.43292945	10.39950344	10.43701215	10.43068759	10.78830071	10.57710438	10.59885718	10.49572653	10.59574049	10.4949602	10.31737129	10.43602849	10.62443566	10.32390853	10.30606596	10.49599439	10.50723268	10.4537865	10.50797336	10.65904933	10.84552275	10.65201866	10.52173738	10.62457029	10.45773893
Solyc00g084870.2	6.510529156	6.536358993	6.813398236	7.704850847	6.118595987	6.186720201	6.144085964	6.196084244	5.44267903	4.971949314	6.220864213	6.018274954	6.682280615	5.298285999	5.773923396	7.44575701	6.536394667	6.516420437	6.136980905	6.643971517	6.34479391	6.201819976	5.367934158	6.204966797	5.704474942	5.967606247
Solyc00g085070.2	9.339088263	9.834271715	9.811353768	9.566685036	9.746318508	8.993429908	9.579918945	9.955195864	9.654538111	8.892262392	9.146846104	9.275084303	9.389142078	9.651445346	9.568961439	9.897791086	9.69966441	9.167438003	9.525658216	9.942526656	9.720327641	9.226880132	9.013386863	9.16936822	9.227445304	9.620595749
Solyc00g095760.1	8.851135461	8.586011906	7.928482681	7.425943606	8.26090542	10.00919322	8.633689095	8.505179834	8.66275174	8.33873723	8.778609869	8.76753282	8.761965707	8.625267609	9.392630056	9.012633306	8.882665304	8.277963638	8.608168808	9.363676714	9.637470536	9.659869627	9.54756701	9.517838212	8.804220666	8.641341197
Solyc00g095860.1	8.851135461	8.586011906	7.928482681	7.425943606	8.26090542	10.00919322	8.633689095	8.505179834	8.66275174	8.33873723	8.778609869	8.76753282	8.761965707	8.625267609	9.392630056	9.012633306	8.882665304	8.277963638	8.608168808	9.363676714	9.637470536	9.659869627	9.54756701	9.517838212	8.804220666	8.641341197
Solyc00g102000.1	11.83473294	12.29925728	12.50194486	12.25301555	12.59808467	12.17150713	12.31577177	12.12194092	12.43618427	11.92268964	11.87861188	11.91895188	12.39485866	11.85413647	12.09714751	12.44288887	12.07236412	11.99703988	12.13454215	11.97544214	12.3943853	12.32462901	12.19541094	12.1499331	12.15228598	12.18666233
Solyc00g127870.2	8.857691049	8.622280895	8.814484825	8.939327671	8.6129985	8.367448371	7.888335531	8.721836877	7.981507709	8.199345572	8.345038299	8.086893331	8.097676869	8.221698964	7.45168426	7.152630646	7.46705077	7.772729559	8.404259782	9.159337139	8.517243874	8.434937108	8.204057943	8.143786773	8.30326746	8.143702662
Solyc00g147570.2	7.330652974	6.286129989	5.542301068	4.540638405	6.230594411	7.069463215	7.550447581	5.98586153	7.590119421	7.110513517	6.675081303	6.732416227	5.958082269	7.199610755	7.590061561	5.735863709	6.144149941	7.034566254	5.785607716	5.477001853	6.516009633	6.889540824	7.855884925	8.0863638	7.888978814	6.786206425
Solyc00g156980.2	3.929495453	4.121189268	4.059878443	4.136952767	3.776437795	3.572349106	3.357860158	3.637758149	3.707006521	3.484155442	3.874066533	3.534536977	3.705433314	3.606394742	3.276412447	5.036126038	3.340319412	3.524226585	3.488401709	4.325032664	3.612202864	3.276986253	3.450308694	4.145764187	3.662091649	3.550010795
Solyc00g171810.2	5.154371043	6.113818436	7.321571263	7.77740451	6.193844154	5.009195054	5.689491593	8.105297051	5.490783951	5.020987016	5.333641689	5.215429441	5.483156503	5.147879814	5.425418312	8.592863336	6.01567121	5.009223324	6.028232347	6.879246306	5.312312905	5.241058976	4.881540523	5.040181397	4.958567608	5.358862433
Solyc00g174330.2	5.088377303	8.339725673	8.924671301	10.99136845	8.774420166	6.663259083	6.935834801	10.57807457	7.469176119	7.582763481	6.626011482	6.788262433	11.62103688	7.394649758	7.965264103	7.000318211	8.677558201	9.870232418	10.99323084	7.7573684	7.030655681	4.981754925	8.028316555	4.923671726	8.548285694	11.31623727
Solyc00g174340.1	7.221313519	11.28702224	10.03055675	12.96854152	10.05141641	9.132782755	9.74254395	11.38481694	8.566159999	8.878971216	9.038159612	9.263873513	12.93242825	8.461102219	10.65763589	9.294362692	11.17402159	12.07571823	11.84741165	10.18716523	9.575384892	6.547963707	10.28972491	6.836291211	9.8004097	12.84741729
Solyc00g179240.1	6.57144593	5.879370013	5.561695776	5.239140902	5.259561821	6.08539494	5.727790909	5.247478837	6.263100084	5.609947265	5.757503093	5.276063807	5.344312334	5.587778801	5.113511381	5.532458904	5.834495804	6.541021727	6.112907213	5.305456179	5.582202717	5.447167964	5.523711962	6.63033867	6.126088876	5.826956391
Solyc00g186050.1	10.16212279	10.51297828	10.31161496	10.34074771	10.18218812	10.05046068	9.896086706	9.693966828	10.07433907	10.77078575	10.78167341	10.83042908	10.14061837	9.917175067	9.769164646	9.968699692	10.15890502	9.992887204	9.88534929	10.38469089	9.963426118	10.24140683	10.52649478	9.988447854	9.694409651	10.29609169
Solyc00g187050.2	5.267761997	7.191435401	5.947327616	6.383077994	7.204287699	5.21628818	5.267247055	8.010277138	5.188893694	4.958395459	5.078052582	5.849620436	5.478552411	6.557240921	6.245492989	6.324931563	5.693989724	6.182405572	5.606795323	6.958599749	6.245492989	4.955090916	5.546967695	5.044162551	5.474830248	5.302911072
Solyc00g206460.1	10.00135441	8.149543045	10.29309383	8.260882761	10.00209608	12.35590712	11.2208757	9.732230871	9.434375995	9.909037346	9.605050155	10.50919287	11.06367123	10.64727624	10.40992037	8.181932999	7.93039267	9.72260303	10.72010689	11.22990075	11.4743965	10.91154123	11.28131061	10.38958952	9.857180688	9.006911687
Solyc00g217960.1	5.927336253	6.780766248	8.391159154	7.133639382	7.033239432	6.81027447	5.895458124	6.982451812	7.197385505	5.857628656	6.556363551	6.004704576	6.177038342	7.123520189	5.95531816	7.604414367	5.876597568	5.548462883	6.691329434	7.575821339	7.036523972	5.862979937	5.28774582	5.368917543	5.391125242	6.626738313
Solyc00g227960.1	2.540731592	3.078056636	3.119646969	3.004029211	2.570665314	2.634442317	2.561002494	2.777586654	2.675618156	2.732494235	2.64950046	2.560062044	2.747430742	2.517257722	2.400067138	2.910304798	2.641255689	2.648592355	2.792821569	2.95083372	2.6418226	2.525548478	2.495761904	2.571339483	2.671451504	2.729000505
Solyc00g231680.1	2.864411352	3.157055568	2.896870012	2.802570675	2.937249161	2.814203193	2.56728656	3.271261566	2.903354396	2.667786452	2.899423206	2.917096084	2.896870012	2.885708125	2.84824113	3.658141878	3.32467743	2.773873857	3.077494595	2.987832866	2.927844014	2.582674678	2.571214899	2.655382437	2.74178456	2.804810793
Solyc00g257110.2	4.489399622	4.003581991	3.450094224	4.222665246	3.278156594	3.629560009	3.141734994	3.373670634	3.009666205	3.1445037	3.602298818	3.381862564	3.50805416	2.865996751	3.454345239	4.341959464	3.659387831	3.440115175	3.21471936	3.767960232	4.195031324	3.806677282	3.528560704	4.092571128	3.17599293	3.589051574
Solyc00g313930.1	11.17609597	7.730157907	9.090027581	7.650096733	9.142922928	10.28142193	9.425631943	8.408444615	7.914458805	9.306747952	9.37738754	8.997241768	6.616066816	9.250734691	8.278459856	5.727009887	7.599471968	6.263792785	7.329875648	10.50743111	10.50778416	8.734093193	8.364954017	10.73572207	10.6506062	8.091343842
Solyc00g323130.2	11.15191114	10.73715849	10.07407016	10.99122018	10.50033727	10.98810831	11.08709264	9.78392638	10.98172141	10.89642549	10.77355509	11.05905602	10.98089319	10.54783922	11.09743215	10.15978661	10.51369822	11.87687658	10.47414619	9.944599894	10.55430023	11.34527114	11.18268939	12.06897831	11.88620461	11.30806744
Solyc01g005030.2	6.274362139	6.217536974	6.084058306	6.43519809	5.790522075	6.587613638	6.531766968	6.674766244	5.71238487	5.987163516	6.156723478	5.728242295	6.693372405	5.710754746	6.275827767	7.857303441	7.027177675	6.358210256	6.516615658	6.075063237	5.927308464	6.193546484	6.201363969	6.476146424	6.259082139	5.936635777
Solyc01g005050.2	2.233438291	2.968686224	2.447679588	2.810161476	2.668911137	2.388108012	2.523475545	2.606531158	2.460478894	2.39632965	2.716226328	2.502275727	2.442093851	2.410747189	2.272503766	2.702339388	2.465233792	2.526829632	2.321094869	2.430794626	2.367688971	2.274848641	2.269197177	2.393912876	2.356418101	2.565199516
Solyc01g005100.2	5.002774976	4.835396612	4.061474728	4.557076872	4.173926831	5.283895585	4.771569325	4.710738253	4.475428415	5.256072602	5.346371924	4.855442816	4.92378189	4.31578307	4.880476566	4.899012243	4.871002578	5.245119514	4.77658397	4.104938661	4.505599042	4.931576419	5.030155598	4.784714909	4.827831352	4.112509138
Solyc01g005210.2	8.522999986	7.654458412	7.793050351	7.900193561	7.722111142	8.358643402	8.027450789	7.622851909	7.962419014	8.037487297	8.163171964	7.877990336	7.802122276	7.876633102	8.006554064	8.477841688	8.097266713	8.230170663	7.796281816	7.670890317	8.205347364	8.380554605	8.05509355	8.976783618	8.714101472	7.701486772
Solyc01g005240.2	4.79188478	4.503084659	3.743949057	3.754705341	4.058897852	4.327937201	5.368864596	3.529160528	5.306349646	5.764179018	4.852495541	5.113410612	4.14975839	4.640597145	5.484171448	3.393524948	3.419627538	5.324281761	4.10825102	3.956089058	3.416553152	4.207183992	5.450203766	5.424723547	5.157864367	4.727725571
Solyc01g005250.2	9.506129964	8.711585249	8.768177269	8.913193737	8.879421185	8.6529673	8.509108524	8.698365933	8.788098819	8.885861765	8.880978391	8.999715549	8.877642885	8.938479262	8.896128769	8.920960555	8.56597832	8.848339957	8.681798055	8.623445579	8.84234478	8.938659089	8.81479681	9.153003202	9.218911764	8.864918713
Solyc01g005260.2	3.134739786	3.47658176	3.052962489	4.029800288	3.36383631	3.260366368	3.055212493	3.604156863	3.232447851	3.202566364	3.185664148	3.137641351	3.201942717	3.288777718	3.09003618	3.760290188	3.262060624	3.45233136	3.387702745	3.370170279	3.094140157	3.239828526	3.258043645	3.0960341	3.29156368	3.351049799
Solyc01g005280.2	3.134739786	3.47658176	3.052962489	4.029800288	3.36383631	3.260366368	3.055212493	3.604156863	3.232447851	3.202566364	3.185664148	3.137641351	3.201942717	3.288777718	3.09003618	3.760290188	3.262060624	3.45233136	3.387702745	3.370170279	3.094140157	3.239828526	3.258043645	3.0960341	3.29156368	3.351049799
Solyc01g005290.2	3.134739786	3.47658176	3.052962489	4.029800288	3.36383631	3.260366368	3.055212493	3.604156863	3.232447851	3.202566364	3.185664148	3.137641351	3.201942717	3.288777718	3.09003618	3.760290188	3.262060624	3.45233136	3.387702745	3.370170279	3.094140157	3.239828526	3.258043645	3.0960341	3.29156368	3.351049799
Solyc01g005380.2	5.279013004	5.508099745	5.775828145	5.883390977	5.165662583	4.977592181	4.980450054	5.698914368	4.802010201	5.153850712	5.421873634	5.196209268	5.120494641	4.955831709	4.813869392	6.024286559	5.54117521	5.075395105	5.454844725	5.06955312	4.945139738	4.811511802	4.610505721	5.149485114	5.298607668	4.894163414
Solyc01g005410.2	6.974024285	8.134026475	7.783376627	6.943395475	8.171196305	6.616559517	7.816868994	7.6336625	8.13019762	8.007731908	7.792359376	7.815021781	6.218581332	7.494882132	8.210074105	8.416852426	8.573696879	6.486946398	6.080795699	7.472296911	7.008261589	6.901309111	6.428453614	7.52858291	7.640145486	8.155690128
Solyc01g005430.2	5.072896034	6.268816351	6.577043445	6.032452257	5.796480967	5.312788991	5.620900615	5.936534191	5.586087643	5.231441432	5.363033202	5.344088774	5.611720092	5.125982312	5.463837228	6.76541865	5.861919256	5.00572531	5.895923363	6.501233441	5.901761103	5.14294657	4.840883589	4.997070311	4.957456751	5.344740848
Solyc01g005470.2	6.118417699	10.78547317	9.355491032	8.082752214	10.36802125	6.846400215	9.927134365	8.604811199	10.84673712	10.92865636	10.05680553	10.81684563	8.41987696	9.954962765	9.702633665	6.787240589	7.682498642	9.321712834	8.511603127	9.746931434	9.185191407	7.101195616	8.098704338	6.399313732	6.30236673	11.15972671
Solyc01g005510.2	2.92001717	3.226840275	3.203831362	4.333728196	3.177688795	2.921819072	2.795494067	3.048130274	2.943981625	2.952150157	3.004168804	3.045537974	2.92766838	3.125094629	2.972633219	3.741103954	3.312818349	3.119911435	2.830237524	3.185952127	3.035263445	2.858557115	2.653444698	3.030341169	3.111320179	3.191050977
Solyc01g005560.2	11.41748035	10.38433786	10.05010677	10.00136203	10.54257826	10.79548761	11.28388954	10.20713479	10.89236841	11.03561927	10.67830267	10.88280315	10.88129213	11.06587868	11.40405601	10.0143463	10.85294417	11.46413894	10.80783561	10.19017437	10.79082721	11.12195108	11.50335216	11.67325564	11.72578574	10.88907307
Solyc01g005620.2	12.86793042	11.99277461	12.08550649	11.81494568	12.27826365	12.40368185	12.16408964	11.70374439	12.33337116	12.2911875	12.29349475	12.24137489	12.18906366	12.46933853	12.23449577	11.31272886	11.98860318	12.52480508	12.2986675	11.87440929	12.44134928	12.42542098	12.40429958	12.7990646	12.79859353	12.25980992
Solyc01g005730.2	3.993771719	5.024953661	5.447642556	6.1093063	5.28657906	5.726547658	5.554145221	6.465840056	4.539166872	5.311736139	4.618128169	4.6677291	5.37828015	5.193125085	5.207981602	5.741359402	5.239595694	5.535137651	5.686707482	5.543619044	4.993737035	5.322860286	5.451333541	3.986617036	4.650738353	5.430703288
Solyc01g005760.2	2.649197723	3.52122694	3.330428103	3.279762197	3.021048924	3.214770413	3.155201887	3.227002267	3.551519763	2.939877265	3.513652533	3.189795712	3.110989396	2.976908252	3.500308535	4.143105589	3.310802536	3.473312481	3.325150359	3.157713303	3.387643522	2.985411401	3.382466654	3.200474214	3.280109334	3.042405787
Solyc01g005810.2	6.757920772	6.336018058	5.238508125	5.579374616	6.320548933	6.745914098	6.971860616	5.508542437	7.200723788	7.196524197	6.510950472	6.898504427	6.657459516	6.870775472	7.33876257	5.165002741	5.537073969	7.301288494	5.958256546	5.7071546	6.407606119	6.805385714	7.562183117	7.147007849	7.209801877	6.89499051
Solyc01g005820.2	9.096736993	8.000167035	7.439102733	7.305050781	8.288392876	8.734280793	8.935511741	7.324303443	9.008709692	9.33900369	8.788082968	9.095740429	8.126692424	8.74136772	9.291723685	6.290093047	7.940074162	8.488891832	7.853321763	7.587877135	8.228301513	8.38394821	9.044861837	9.410328009	9.539052062	8.652801334
Solyc01g005840.2	5.743742506	5.792958065	5.641230979	4.905748522	5.484252366	5.78092933	5.579980089	4.978751677	5.92301537	6.028332279	5.97876344	5.829078919	5.382316596	5.587778801	5.160815717	4.197134876	5.434510385	5.929348117	5.687168585	4.622307785	5.154668384	5.339398128	5.365019959	5.753005244	5.635369018	5.708606865
