	GSM3038876_M-17-1.CEL	GSM3038877_M-17-2.CEL	GSM3038878_M-17-3.CEL	GSM3038879_S-17-1.CEL	GSM3038880_S-17-2.CEL	GSM3038881_C-17-1.CEL	GSM3038882_C-17-2.CEL	GSM3038883_C-17-3.CEL	GSM3038884_M-24-1.CEL	GSM3038885_M-24-2.CEL	GSM3038886_M-24-3.CEL	GSM3038887_S-24-1.CEL	GSM3038888_S-24-2.CEL	GSM3038889_S-24-3.CEL	GSM3038890_C-24-1.CEL	GSM3038891_C-24-2.CEL	GSM3038892_C-24-3.CEL	GSM3038893_M-49-1.CEL	GSM3038894_M-49-2.CEL	GSM3038895_M-49-3.CEL	GSM3038896_S-49-1.CEL	GSM3038897_S-49-2.CEL	GSM3038898_S-49-3.CEL	GSM3038899_C-49-1.CEL	GSM3038900_C-49-2.CEL	GSM3038901_C-49-3.CEL
Solyc01g110020.2	8.873483573	9.417272874	9.173579955	9.23703053	8.985237725	9.38729175	9.45911991	9.312794694	9.022088629	9.401106023	9.417837854	9.088444936	9.401390118	8.679116081	9.217610388	9.420831082	9.600393813	9.561518209	9.497693246	8.810916359	8.924615398	9.174129838	9.10653777	8.984813671	8.909172351	9.17589527
Solyc01g110040.2	8.873483573	9.417272874	9.173579955	9.23703053	8.985237725	9.38729175	9.45911991	9.312794694	9.022088629	9.401106023	9.417837854	9.088444936	9.401390118	8.679116081	9.217610388	9.420831082	9.600393813	9.561518209	9.497693246	8.810916359	8.924615398	9.174129838	9.10653777	8.984813671	8.909172351	9.17589527
Solyc01g110060.2	5.889589588	4.539494114	4.731414355	4.686229746	4.63622203	4.341259096	4.269103674	4.647374337	4.756023285	5.280660466	4.741406809	4.847332674	4.364676003	4.774253469	4.285540297	4.18923348	4.045395048	4.677479209	4.440965013	4.566209834	4.168185268	4.085296507	4.439494139	4.672193682	4.83126687	4.443060421
Solyc01g110110.2	9.606288014	9.379500674	9.57514045	9.330832168	9.32713252	9.361157115	9.177618231	9.576221546	9.506435896	9.082619624	9.231714586	9.179259075	9.378011895	9.407906387	9.287219302	9.183432586	9.61380825	9.472310456	9.597812708	9.385267514	9.56386558	9.420950971	9.313030788	9.534913676	9.612729995	9.367057282
Solyc01g110120.2	11.3385478	11.04099319	11.01100523	11.07610234	10.96015603	11.11347121	10.93449204	10.91696853	10.89840424	10.87297158	10.95483559	10.81329482	11.25194857	11.15109784	11.02030971	10.98114139	11.02348426	11.20634909	11.1821821	11.15215794	11.30009107	11.23475507	11.07608917	11.13865834	11.18376929	11.08973939
Solyc01g110270.2	5.562670052	5.085276395	5.074737968	5.06633991	4.537690046	5.23792936	4.47054038	4.87072686	4.458120935	5.023897241	4.877546547	4.448861022	5.089135365	4.756206904	4.485111797	4.505753901	4.981730044	5.221762258	5.216334687	4.973821567	4.777544983	5.14174696	5.208220797	5.020023604	5.041063516	4.387876164
Solyc01g110290.2	7.673041688	7.654209853	6.961780777	6.159853605	7.705256767	7.965176224	8.443596638	7.565639014	8.408956149	8.407603028	7.852210708	8.218359795	7.563874809	8.295587486	8.63904412	6.848407036	7.49409153	8.046794818	7.846973617	7.680818049	7.922957077	7.850971411	8.560076958	7.851740211	7.875443279	7.732896894
Solyc01g110360.2	3.451855299	3.7543693	3.610934749	3.861495385	3.476706482	3.528417194	3.405422607	3.975026949	3.348839295	3.655577426	3.706288047	3.792930962	3.77180366	3.622597935	3.601321149	3.93459888	3.988328569	3.286272325	3.558416499	3.71057926	3.713759439	3.454534088	3.835788599	3.322983173	3.835788599	3.926911227
Solyc01g110390.2	9.205970687	9.083543012	9.280256228	9.495984532	9.470788364	9.168869016	8.733705814	9.252841952	8.770543695	9.04977219	9.138792506	9.164945785	9.589774426	9.391154642	8.905034376	9.747494828	9.525568037	9.440813771	9.27385655	9.418616237	9.54173402	9.619859827	9.233949881	9.132325934	9.368297926	9.062232166
Solyc01g110410.2	9.890347548	9.662152648	9.553440608	9.319033245	9.643416148	9.981426778	9.779575919	9.536030178	9.82737445	9.946346832	9.814980568	9.803489163	9.670443287	9.626425469	9.776206824	9.54534601	9.872499293	9.587697256	9.528242908	9.565197185	9.63643088	9.690823406	10.04006615	10.01713999	10.0038426	9.776544053
Solyc01g110430.2	11.58682163	10.84690625	11.05535367	10.07884412	11.37612399	12.54487121	11.85702636	11.40138838	11.10330037	10.93272057	10.74547319	11.44821051	11.40878975	12.33224211	11.45018452	10.97464831	11.7365431	11.16069218	11.40161855	12.1952709	12.31870458	12.60802061	12.31580877	11.44377174	11.15158877	10.66054721
Solyc01g110440.2	11.58682163	10.84690625	11.05535367	10.07884412	11.37612399	12.54487121	11.85702636	11.40138838	11.10330037	10.93272057	10.74547319	11.44821051	11.40878975	12.33224211	11.45018452	10.97464831	11.7365431	11.16069218	11.40161855	12.1952709	12.31870458	12.60802061	12.31580877	11.44377174	11.15158877	10.66054721
Solyc01g110450.2	7.907298645	6.835952377	6.296301649	6.496688462	6.935288254	7.917605013	8.102457584	6.830727416	7.48604038	7.784338388	7.313537264	7.267269155	8.178179024	7.797743501	7.984230015	5.664727334	6.859489821	8.632526598	7.680867622	6.509828201	7.467970757	7.93506546	8.398167125	7.968592436	7.928777898	7.830214707
Solyc01g110480.2	8.547093648	8.946801929	9.226018481	8.890628914	8.993372903	10.14231615	10.06179631	9.987344492	9.150151503	8.8704787	8.818638803	8.814032965	9.702084135	9.283630183	10.21466138	9.086884249	9.485404683	8.94172271	9.824080191	10.2058214	10.23694584	9.580256407	9.712175859	8.617288449	8.534522798	9.300477687
Solyc01g110490.2	6.887696907	6.225213653	5.887559736	5.288448561	6.007124076	6.477142906	7.25094911	6.395144448	6.433404057	6.877278012	6.44889929	6.505455202	6.297937129	6.659418238	6.952487297	6.324931563	6.612366602	6.589711732	6.494374424	6.181328062	6.255631508	6.647871439	7.124041852	6.69531892	6.734043284	6.370801752
Solyc01g110520.2	9.46617269	9.582861991	9.529781639	9.503614118	9.735408092	8.975045206	9.585928648	9.382578368	9.59716965	9.63063366	9.54270225	9.746781726	9.387748099	9.514953511	9.774848197	9.523872192	9.453062064	9.169389375	9.323528507	9.423189446	9.075471216	9.509932462	9.496709486	9.06618759	9.224642344	9.402949537
Solyc01g110530.2	10.12118321	9.531213685	9.210895073	8.596314103	9.676914753	9.942731982	9.790020773	8.919560774	9.925670788	10.11574153	9.877480372	9.852925507	9.502889632	9.93326638	9.955874037	8.50176628	9.70803896	9.879790562	9.585278325	9.250829529	9.749224185	9.748269263	9.984698948	10.2892156	10.26512512	9.769334495
Solyc01g110540.2	11.66651007	11.20943298	11.27769619	11.23339423	11.46935193	11.1843957	11.5372959	11.36287217	11.22910713	11.43662889	11.35383574	11.39996156	11.48204291	11.64881816	11.77564556	11.00545187	11.49291865	11.64909043	11.45761556	11.26618272	11.56943339	11.51323249	11.38212889	11.4644704	11.49146514	11.4521923
Solyc01g110560.2	9.41313715	8.361322927	9.765617672	9.209765113	9.713131932	9.523661045	8.883014359	8.564301881	9.413703021	9.858727786	9.605330648	9.580342848	9.141361407	9.266982695	9.28919022	9.317029913	9.141936902	9.49646521	9.386492913	8.828508174	9.205952948	9.468487177	9.008070447	9.033345525	8.864372792	8.968838854
Solyc01g110670.2	7.000730717	6.656191565	7.591115887	7.415821481	7.56468436	6.540071394	6.096751559	7.084874718	7.038769992	8.286169436	8.667665605	8.380070639	6.386661898	6.567755583	6.354230996	6.138724514	6.149524041	6.151944305	7.008016785	7.016024589	6.595039188	6.233697605	5.939752369	6.539304162	6.951559804	6.72219453
Solyc01g110680.2	7.000730717	6.656191565	7.591115887	7.415821481	7.56468436	6.540071394	6.096751559	7.084874718	7.038769992	8.286169436	8.667665605	8.380070639	6.386661898	6.567755583	6.354230996	6.138724514	6.149524041	6.151944305	7.008016785	7.016024589	6.595039188	6.233697605	5.939752369	6.539304162	6.951559804	6.72219453
Solyc01g110700.2	7.639649305	7.688032882	7.57424914	7.644359661	7.545991585	7.66685684	7.732679558	7.732456875	7.501715184	7.933157024	7.846037982	7.802467444	7.717587305	7.49677619	7.599718492	7.350491332	7.599373437	7.750840631	7.653635336	7.631800727	7.594241514	7.701218571	7.712644302	7.631882351	7.717918267	7.816839382
Solyc01g110710.2	7.000730717	6.656191565	7.591115887	7.415821481	7.56468436	6.540071394	6.096751559	7.084874718	7.038769992	8.286169436	8.667665605	8.380070639	6.386661898	6.567755583	6.354230996	6.138724514	6.149524041	6.151944305	7.008016785	7.016024589	6.595039188	6.233697605	5.939752369	6.539304162	6.951559804	6.72219453
Solyc01g110720.2	7.000730717	6.656191565	7.591115887	7.415821481	7.56468436	6.540071394	6.096751559	7.084874718	7.038769992	8.286169436	8.667665605	8.380070639	6.386661898	6.567755583	6.354230996	6.138724514	6.149524041	6.151944305	7.008016785	7.016024589	6.595039188	6.233697605	5.939752369	6.539304162	6.951559804	6.72219453
Solyc01g111040.2	4.18725146	3.9637283	3.734776408	4.239493509	4.147170672	5.142470614	5.38472918	6.382223325	3.825161441	4.93056727	4.54584241	4.417330299	5.432266918	4.719787225	5.327215318	5.7560861	5.576525464	4.104765563	4.474325083	5.014097921	4.945914589	5.081849593	5.856768478	4.264133558	4.211926188	4.201785856
Solyc01g111080.2	9.469354106	9.378902649	8.522616424	8.648921486	8.762134908	9.132206216	8.85106286	8.028410879	9.158520511	9.704315369	9.482465777	9.514908237	8.569355097	9.027215055	8.66458953	7.191180033	7.841060339	9.036595199	8.318304637	8.594528101	8.997094973	8.794601687	9.34444861	9.524140869	9.29232212	9.910955536
Solyc01g111090.2	10.01142106	9.876542777	9.961946738	9.967416168	9.982386611	9.412742475	9.624875841	9.64565396	9.662019468	9.799675422	9.873857004	9.883957597	9.656351876	9.829197348	9.649372693	10.18546822	9.879231532	9.432450901	9.722667136	9.85400062	9.72689708	9.687833118	9.551069298	9.65809152	9.676742606	9.650473957
Solyc01g111100.2	4.234853796	4.071766892	4.326441534	4.288546363	4.028417976	3.661037455	3.945580007	4.804278393	3.807106805	3.720160776	3.634590553	3.510852218	3.800218803	3.740995681	3.942989369	4.707844821	3.924051789	3.695879633	3.751786744	3.977883026	3.998922453	3.44454431	3.32228164	3.595101696	3.790554006	4.118183325
Solyc01g111120.2	9.401645009	8.596843097	8.007995354	7.83830478	8.839288407	9.364132146	9.566642134	8.453731608	9.344230545	9.836290461	9.181684308	9.628388149	9.197879821	9.667814185	9.852299013	7.711837881	8.921433144	9.842808078	8.990186512	8.499011871	9.119636897	9.459217489	9.874907112	9.441193627	9.594234426	9.290432835
Solyc01g111130.2	4.47533168	4.249624195	4.136718976	3.870641526	4.410363413	4.646929204	5.568770813	3.807929275	5.519770768	4.659093373	4.290396086	4.404413136	4.412223553	4.679931365	5.001191317	4.035504938	4.495413445	5.111576026	4.418656785	3.960401004	4.35981852	4.283464127	4.750152755	5.071334838	4.936680904	4.649945041
Solyc01g111140.2	8.718802796	9.387301008	9.245280243	9.0611896	8.847281898	9.072063529	9.003629752	8.767781059	8.875084217	9.005311404	9.034794883	8.731186021	9.13055797	8.548282476	8.736902272	8.877757286	8.842732168	8.926798463	9.272753869	9.102125217	8.816254581	8.828397408	8.61699995	8.442518757	8.785123148	8.745813147
Solyc01g111150.2	10.51258574	9.966084067	9.641131479	9.73128385	10.10570954	9.811562832	10.42422113	10.01715379	10.22511687	10.37740202	10.11726231	10.31561642	10.17693771	10.3024388	10.53162005	9.444349567	9.898966683	10.47587074	10.15143637	9.902309041	10.10981379	10.22642587	10.63026544	10.49978679	10.47027428	10.30526693
Solyc01g111170.2	14.10327452	13.1695748	13.43092372	13.03968499	13.57907582	13.97985092	13.83732128	13.50051888	13.61250452	13.90875193	13.71956572	13.74274723	13.92045167	13.81347576	13.79795069	12.83662255	13.83046218	14.0389696	13.90603572	13.41586724	13.75019638	14.00264161	14.15615469	14.02312336	14.06029987	13.76008068
Solyc01g111180.2	8.421724816	8.366804701	8.334509773	8.30962195	8.379684014	8.381943189	8.509601724	8.486653317	8.324019348	8.784664414	8.646179072	8.656906757	8.400587128	8.311913564	8.452186098	8.049004414	8.275079532	8.443319322	8.367638182	8.298992629	8.330446986	8.373097533	8.457097624	8.377869269	8.499895089	8.587807994
Solyc01g111190.2	5.923066753	6.064042589	6.313621666	6.511094502	5.51227353	6.082617701	6.109762512	6.844114497	5.590579198	5.666101667	6.06598644	5.586743153	6.284906051	5.395081247	6.009095488	6.893098312	6.542239577	5.687615303	6.538155635	6.625612283	5.86991834	5.778698489	5.312364073	5.780348748	5.775475085	5.850105898
Solyc01g111210.2	6.819306993	7.176576767	8.059299215	8.50945179	7.632926204	6.475063731	5.915596326	7.589582704	6.637493183	6.177004816	6.629064247	6.500811871	6.974347491	6.684774045	5.523490195	6.488257867	6.091387391	6.525444759	7.12612333	7.854158982	7.253485299	6.854004666	6.169392655	6.596563374	6.822891898	6.749952526
Solyc01g111230.2	9.500591793	9.371895223	8.898494417	9.515604609	9.080056826	10.15283244	9.636512542	8.874435196	8.747176216	10.4096465	10.8595009	10.45440375	9.695505789	8.889991649	9.018546523	9.081417577	10.64419571	10.23683057	9.581217231	8.943875844	9.411795669	10.72855331	10.41677325	10.01510861	9.913817433	9.345775395
Solyc01g111240.2	9.254411417	9.854306786	9.319491806	9.456356109	9.406129504	9.185910703	9.966716523	9.378942157	9.404831767	8.817621684	9.202500106	9.109370037	9.329859037	9.234724324	9.611759343	9.944915565	9.681459512	9.269345581	9.299202244	9.533173791	9.396426071	9.23266002	9.334289941	9.26017657	9.215095171	9.532346823
Solyc01g111250.2	8.378814799	9.838087168	8.556899255	7.818502491	10.13082403	9.753410158	10.84215907	11.28527614	9.763836316	8.633021843	8.733919849	8.881812007	9.230666317	10.90828063	11.23162734	8.39651066	9.388272659	8.776714272	9.420057106	11.3880415	11.36784772	10.02859249	9.517232412	8.390584544	7.771361707	9.949837322
Solyc01g111260.2	8.378814799	9.838087168	8.556899255	7.818502491	10.13082403	9.753410158	10.84215907	11.28527614	9.763836316	8.633021843	8.733919849	8.881812007	9.230666317	10.90828063	11.23162734	8.39651066	9.388272659	8.776714272	9.420057106	11.3880415	11.36784772	10.02859249	9.517232412	8.390584544	7.771361707	9.949837322
Solyc01g111300.2	11.52260078	9.343160214	8.307120862	7.494013884	9.733847295	10.35819193	10.68489923	8.898925846	10.41939139	10.788982	10.13651558	10.46097795	10.25444526	10.30130819	11.15202445	7.922065171	10.19422314	10.64268705	9.602311545	8.623578144	9.93846744	10.8632888	11.56906119	11.59046887	11.50618449	10.00783227
Solyc01g111310.2	5.823474544	4.118031313	5.919483992	5.869163923	5.022398945	5.591075697	4.865701729	5.561287763	5.000489644	5.405111433	5.329900682	5.235982714	5.614786453	5.494617712	5.322686979	4.9187997	4.236811591	6.158112305	5.918437598	5.896355828	5.014727331	6.266312205	6.893545844	6.568096857	6.654344745	3.90464705
Solyc01g111340.2	2.549953967	2.857903743	2.857903743	2.826891517	2.964261447	2.435300423	2.505415218	2.857903743	2.736535273	2.857903743	2.717565231	2.923073678	2.89336907	2.727186339	2.680198208	2.98347082	2.670489745	2.905514473	2.645991968	2.817146064	2.593281871	2.529198752	2.91981276	2.646634647	2.495052885	2.801224961
Solyc01g111360.2	7.459903902	6.483885221	6.231717365	5.817514115	6.696631662	6.726499006	6.42368667	6.565995138	6.532690967	6.911656185	6.9096637	6.899027437	7.014060425	7.207079389	6.527343771	5.649282294	6.62495167	7.404489184	6.909363713	6.52318782	6.759565245	7.340249212	7.351053021	7.202875375	7.433421299	6.559339117
Solyc01g111380.2	9.415007262	9.282189715	9.037767403	8.504541634	9.438543752	10.02881638	9.246649916	8.411118768	9.735810658	10.55390075	9.743792468	10.09957683	9.27786335	9.835120289	9.582160018	7.822508903	9.012670083	9.734864873	9.196308142	8.59187399	9.443402372	9.766926972	9.823396019	9.611689753	9.614247264	9.567958248
Solyc01g111410.2	7.905628861	8.155639902	8.433614857	8.733455579	7.892828782	8.261022954	8.32536286	8.501850774	7.734802038	7.715339017	7.973433582	7.503348617	8.362607376	7.656622528	7.916809028	8.985359493	8.432458325	7.973433582	8.54584815	8.487147692	8.10762938	7.973433582	7.623567743	7.668136588	8.01987134	7.913174596
Solyc01g111440.2	8.058699159	8.925525698	9.249448751	8.774851021	9.145449426	8.725067789	8.983370675	9.656998837	9.323981976	8.06891859	8.405559847	8.239738981	8.847675	9.145699909	9.054542716	9.331938168	9.755594943	8.349160976	8.873981963	9.731323304	9.335588774	8.642315469	8.478760706	7.99094284	8.096263614	9.022245239
Solyc01g111500.2	7.230790126	7.633148442	7.588493528	7.484697881	7.498970907	6.592603234	7.287248953	8.009363951	8.247262786	7.010600473	7.00629494	6.660764041	6.29695314	7.402077171	7.730686266	7.358617241	6.87320916	6.920961353	6.410828298	7.203625325	6.769559159	6.314570043	6.65788271	7.944578146	7.898275101	7.921259221
Solyc01g111510.2	9.494024444	8.854173809	8.344771595	8.149501657	8.858657637	9.636552866	9.431175807	8.309687584	9.517351235	9.214179231	8.795594359	8.793451677	9.633592942	9.237790164	9.152232645	7.707358094	8.817833984	9.915889696	9.327560665	8.590518004	9.068477425	9.411896249	9.542219558	9.580910361	9.650025642	9.784147882
Solyc01g111520.2	10.2618586	10.11701162	10.35266112	10.00917969	10.45218245	10.27235495	10.33994758	10.4075227	10.50648265	10.47817946	10.44702202	10.42745432	10.19514699	10.63626576	10.2873937	9.998111521	10.36789424	10.16537016	10.17005352	10.31636971	10.46702999	10.18055284	9.81563127	10.08756254	10.13282897	10.44095817
Solyc01g111530.2	9.948115188	10.6598018	10.67135451	10.80623201	10.64541968	9.916286359	10.44705604	10.88070889	10.25055032	9.896158071	10.23548239	10.22391063	10.24770228	10.22827775	10.36331984	11.27441463	10.67347683	10.06913288	10.35599335	10.74294427	10.56277807	10.23136961	10.13311119	9.93614045	9.751501067	10.39223772
Solyc01g111560.2	11.20921515	10.69799817	10.90177127	10.52321005	10.75687214	10.94297402	10.56881235	10.76986189	10.83097915	10.83446242	10.96436427	10.68208618	10.73091696	10.69782873	10.72462693	10.98543528	10.98144351	10.65641603	10.59313803	10.61192636	10.90146478	10.80734692	10.67598589	11.42824939	11.22252486	10.60613874
Solyc01g111570.2	8.828880009	9.424057468	9.613186938	9.205836118	9.728055995	8.322730817	8.495143801	9.868513631	8.849357254	9.24716663	9.407733601	9.937347402	8.980846878	9.464448308	8.789255172	9.514194127	9.354328016	8.731042308	8.921653282	9.556438835	9.169825166	9.053828431	9.086203969	9.145748675	9.236942421	8.81047805
Solyc01g111580.2	4.189532846	4.160343848	4.374966219	3.412876388	4.005728179	4.230122428	4.834735996	4.262513208	4.770123482	4.298226585	3.964422309	3.920459224	3.899917018	4.023049584	4.822555074	3.827556717	3.440708626	4.050841305	4.014012791	4.165691614	4.08586998	3.745232352	4.278240276	4.215710175	4.21503083	3.974182827
Solyc01g111590.2	8.252731281	5.690525143	6.821561068	6.440118944	6.349721539	6.750033391	6.146279264	6.284952157	6.335195624	6.845011599	6.712462401	6.495304301	6.640126554	6.910459039	5.745779002	4.769559122	5.949286616	7.195745599	7.461640741	6.287967532	6.607051004	7.284005883	7.361677169	7.708644372	7.764475419	6.17765719
Solyc01g111600.2	8.960236516	9.200360778	9.627203267	9.897612029	9.54288671	9.496952388	9.020381194	9.909720613	9.150977194	9.207357432	9.187996691	9.288980432	9.819600399	9.459631155	9.367323866	10.03025789	9.747797947	9.347502135	9.448051639	9.422665734	9.436084601	9.584283454	9.458721455	9.330301253	9.254342025	9.509518209
Solyc01g111630.2	2.862647052	3.089629672	3.594267327	4.260839054	3.154919224	3.757226763	3.016112827	3.391685033	2.956664665	3.222326955	2.947251532	2.871621466	3.879884614	3.631875132	2.889904524	3.557018074	3.626502207	3.128444914	3.169786361	3.21782934	2.928762615	2.839228158	3.157831148	2.960003962	2.849295999	4.410298781
Solyc01g111650.2	10.90740071	11.04609304	10.91457773	10.99707157	11.15158832	10.95262778	11.18723632	11.27369755	10.92688246	11.01512852	11.16713152	11.16900437	11.25260636	11.17898763	11.34778246	11.31424227	11.48621002	11.17909296	10.94901665	10.89579886	10.99987934	11.21537886	10.90355242	10.93386321	11.0391341	11.1285596
Solyc01g111660.2	10.42608593	8.767545145	9.213265003	9.712099232	8.8137856	9.560529909	7.33959321	8.11559031	8.993153771	9.551484744	9.333469316	8.8970573	8.171597032	8.82954131	6.990737213	6.28510654	7.566877854	8.686894368	8.989913905	8.807199321	9.051888577	8.745895133	8.281537056	10.28345175	10.32047923	8.616072387
Solyc01g111670.2	7.739005453	7.745173214	7.011010676	6.904651318	7.930786339	7.448030564	8.346590643	7.54139984	8.288284936	8.12276293	7.870551221	8.028213992	7.836572593	8.343536817	8.260658144	6.978612187	7.664636557	8.088226174	7.876984849	7.573709951	7.833868287	7.876825324	8.12378841	7.714188255	7.715346794	8.202394417
Solyc01g111690.2	7.52327552	6.706306574	6.757156356	6.557055621	6.668186016	6.808126816	6.77552021	6.609797355	6.934296837	7.094165836	6.858169144	6.992845356	6.857615752	6.841091055	6.686889251	6.634617617	6.961955325	7.23866417	6.880514762	6.586364991	6.910440309	6.824857064	7.050565257	7.325570933	7.269230852	6.747784126
Solyc01g111710.2	6.522875644	4.860435101	4.30521108	3.871570938	4.945090691	6.23248662	6.639417047	3.752723995	6.79501624	6.663359654	5.344510759	5.81004853	5.210286547	6.041036681	7.077932396	4.252698455	4.474093548	6.854211917	5.152005193	4.415935507	5.323598136	5.66628827	7.528971818	7.559901233	7.273159465	5.628367557
Solyc01g111730.2	7.423458518	6.941348179	6.541780401	6.585295024	6.902164323	7.554877286	7.32934577	7.128157677	7.031749112	6.763855615	6.969329076	6.759388276	6.908063934	7.29268552	7.333139027	6.973997643	7.071376189	6.89563939	6.7740679	7.133333202	7.399913905	6.990981097	7.134891911	7.730104997	7.566011945	6.971109994
Solyc01g111750.2	6.223338793	5.775373612	4.560153514	4.696505025	5.823042701	6.239132217	6.178153437	4.889947065	6.455817609	6.913712914	6.393202616	6.454197602	5.546668248	6.014420791	6.118565918	4.867136566	5.961448469	5.972029856	5.632254592	5.190193853	5.521641765	6.086144331	6.448266341	6.469871067	6.563257381	5.87325766
Solyc01g111760.2	12.50584384	11.76101584	11.69766749	11.58834976	11.8634389	12.07034373	12.15129227	11.96160206	11.90795153	11.90383413	11.92980579	11.91125593	12.09758277	12.34152597	12.24826732	11.55736887	12.05432095	12.4035579	12.03371171	12.10405745	12.26947931	12.18989999	12.08390896	12.49159994	12.31789805	12.00965227
Solyc01g111800.2	7.328926555	8.055089612	7.957280106	8.467467152	7.618377087	7.557288707	7.536844821	8.152388928	7.538637609	6.505488337	7.072312199	6.721911317	7.755387383	7.299110109	7.525376257	8.768871161	8.001927889	7.743700602	7.999863136	8.41967853	7.80461947	7.429337928	6.841100059	7.077481233	7.19542181	7.76747454
Solyc01g111810.2	4.997772435	4.713810445	3.921000575	3.881295266	4.058897852	4.925275195	5.591512361	3.782887199	5.00067439	4.538254216	4.418626478	4.516078097	4.938541305	4.792793047	5.623262121	3.526497534	3.801332193	5.185777317	4.532618629	3.797063425	4.936900216	5.14174696	5.51568913	4.901199198	4.869306973	4.698191138
Solyc01g111830.2	10.49879194	7.395912691	7.181612839	6.991623625	7.7656007	9.090442488	8.404165053	7.139522208	8.305425736	9.118636006	8.754525312	8.842568692	7.980301105	9.055660826	8.65937897	5.443617877	7.331406455	9.103479561	8.427451608	7.271461149	8.59285188	8.885511029	9.332008539	10.30973121	10.35236481	8.365909658
Solyc01g111920.2	7.662923856	7.433589909	7.917444874	7.358655975	7.462695308	8.666656094	8.027123193	7.862993493	7.550460326	6.917669123	7.255680188	6.895947835	8.05035947	7.734765754	7.774769893	7.592801027	7.754452533	8.071076507	8.534734796	8.085002804	8.330048294	8.145904916	7.736137383	7.532507511	7.423759395	7.529974018
Solyc01g111940.2	9.94569971	9.520477047	9.688133777	9.380583626	9.526272309	9.516207569	9.147026415	9.162953565	9.511134995	9.692531263	9.734649418	9.806240957	9.404478245	9.289567736	8.89449973	9.425849678	9.701108277	9.637413478	9.663563362	9.394313132	9.386958104	9.574464971	9.458920193	9.710658556	9.724174013	9.437954309
Solyc01g111970.2	3.107630523	3.052330247	3.1709941	3.465435061	3.130361405	2.772239515	3.026006429	3.236861794	3.085810118	2.756293166	2.759210802	2.773402394	3.13721198	3.073696134	2.957116528	3.872395483	3.096869307	2.776804318	2.956451617	3.223151872	3.08179125	2.949826634	2.841940376	3.067899765	3.079460896	3.06622299
Solyc01g111980.2	9.946850871	11.89072613	11.76859351	10.62197304	11.296855	12.48976485	12.82621591	12.32779995	11.38349401	11.47101646	11.28884092	11.61917802	11.94493105	11.74490185	13.09274173	11.56862835	11.59245024	11.37106132	12.43337693	12.35256686	12.51100034	11.19957326	11.1886756	10.0752986	9.170087525	11.90970035
Solyc01g112000.2	10.72502979	10.31942473	10.69921632	9.36807776	10.61059564	12.30374273	12.28980629	10.84956248	11.10174596	10.25917186	10.28320344	10.65282673	11.24612561	11.07699125	12.05010373	10.05792239	9.853096727	9.988042544	11.15704866	11.56155529	11.93477884	11.10649702	11.58391191	10.7093864	10.3365168	10.98945022
Solyc01g112020.2	9.529704724	9.00773709	9.469913014	9.237285648	9.069673249	8.851986759	8.895091063	8.986140078	8.789821411	9.203396163	9.17239531	9.231506898	9.197491121	9.006143308	8.839434137	9.171994603	8.96869497	8.823736228	9.17052625	9.116604369	9.013576418	9.21931111	9.287890677	8.969762551	9.162201096	8.86186473
Solyc01g112060.2	5.585779027	5.230593922	5.785530734	5.850751884	4.96760742	5.27191655	5.69785165	6.257345983	5.300335453	4.95463461	5.28749333	5.042183493	5.332653103	5.032187177	5.891979772	6.034929999	5.561084375	5.022692824	5.277772297	6.003849475	5.649788567	5.218604106	5.104288001	5.475309042	5.034270713	5.351509165
Solyc01g112080.2	6.433939308	4.709776437	4.320703177	4.392778014	5.157403309	5.537739535	5.627963188	5.381367793	6.052357844	5.178510192	4.72582558	5.010272138	5.173582289	5.806844288	5.953824522	5.289141845	4.817392618	5.729185279	5.535052936	4.622307785	5.672770306	5.614181653	6.006459156	6.142153479	6.242867099	5.267582502
Solyc01g112100.2	6.933123713	7.47577471	7.11150005	7.721580728	6.657935248	7.584947443	7.675437783	7.857860363	6.356552895	6.386207809	6.819594897	5.834131218	7.674935842	6.991508481	7.160778	7.824947742	7.51639459	8.070595822	7.869779393	7.404346909	7.99926317	7.004219566	6.833464582	7.262438698	6.667617524	7.013457419
Solyc01g112120.2	2.936838861	2.939916877	3.740397844	3.371317217	3.117364361	3.068189052	3.0225529	3.314509264	2.950338627	2.980972192	3.008152824	2.82854206	3.103217395	3.162295592	2.769168686	3.261822395	3.232882806	3.044806299	3.039004068	3.043140768	3.058027272	2.864697297	3.036329067	2.921934462	3.258274439	2.913894174
Solyc01g112160.2	7.946213312	7.441514059	8.432170874	8.742586594	7.773469317	7.215039268	7.266723349	8.456231852	6.532546473	7.259844403	7.718379624	7.519136097	7.950063472	7.45872796	7.148130454	8.413547267	7.627169197	7.580903012	8.227678534	8.389035913	7.658303317	7.946818734	7.366993713	7.426810016	7.327483186	7.062423344
Solyc01g112220.2	5.859919631	7.621526676	7.753951033	7.834863285	6.855916795	6.883407934	7.943451749	8.42791727	7.302457676	6.344515458	6.476432312	6.299615926	7.601777829	6.462560082	7.992917914	8.292979107	7.878220698	6.795953507	7.888195694	8.202687252	7.537491891	6.907706509	6.589056312	5.93719535	6.07064182	7.676120782
Solyc01g112240.2	8.538385834	8.323111933	8.152770038	8.168890092	8.075649176	8.033830465	8.429304378	8.575516883	7.964687956	7.76002858	8.102890497	7.886239168	8.231450343	8.049433109	8.296840047	8.597970418	8.534738698	7.997615076	8.173985931	8.536842693	8.302332405	7.924666059	8.059924907	8.317405072	8.108666397	8.018323359
