	GSM2857543_M-17-1.CEL	GSM2857544_M-17-2.CEL	GSM2857545_M-17-3.CEL	GSM2857546_S-17-1.CEL	GSM2857547_S-17-2.CEL	GSM2857548_S-17-3.CEL	GSM2857549_C-17-1.CEL	GSM2857550_C-17-2.CEL	GSM2857551_C-17-3.CEL	GSM2857552_M-24-1.CEL	GSM2857553_M-24-2.CEL	GSM2857554_M-24-3.CEL	GSM2857555_S-24-1.CEL	GSM2857556_S-24-2.CEL	GSM2857557_S-24-3.CEL	GSM2857558_C-24-1.CEL	GSM2857559_C-24-2.CEL	GSM2857560_C-24-3.CEL	GSM2857561_M-49-1.CEL	GSM2857562_M-49-2.CEL	GSM2857563_M-49-3.CEL	GSM2857564_S-49-1.CEL	GSM2857565_S-49-2.CEL	GSM2857566_S-49-3.CEL	GSM2857567_C-49-1.CEL	GSM2857568_C-49-2.CEL	GSM2857569_C-49-3.CEL
Solyc04g014670.2	8.766576204	8.949174385	8.842748463	9.092444066	9.20118117	8.952562628	8.848710729	8.983804066	8.893698723	8.954258554	8.863645015	8.97257535	8.536978135	9.064837793	8.790391867	8.935498371	8.957282364	8.99637339	8.741787225	8.607545449	8.655381327	9.373023509	8.933802815	8.926498522	8.639054642	8.874348737	9.022965117
Solyc04g014680.2	6.292627864	6.498138469	6.463905249	5.668361234	5.819919665	6.085389163	6.259943138	6.496907513	6.711533664	6.220360418	6.884487094	6.855385572	6.244618843	6.100481156	6.489804483	6.450866526	6.412959902	6.765828346	6.820998154	6.504048662	6.994009379	5.479778532	6.759111784	5.812130703	6.525733671	6.753245231	6.597698009
Solyc04g014710.2	8.452907077	8.67862741	7.815500212	5.556421295	6.579893355	7.614493069	8.385762024	8.154883033	8.120517448	7.610102599	7.804815107	6.767881962	8.522809829	7.348099657	6.850945074	7.894607339	8.668396023	7.940680842	6.902793732	7.134137105	7.635154379	6.09513571	6.816823912	7.09049893	8.155978185	8.273792925	6.959551539
Solyc04g014720.2	10.15471192	10.06302992	9.639410275	9.131441036	9.670179496	10.29262358	10.22541397	9.657773136	9.805682588	10.25222504	10.10698188	9.38554064	10.64939921	9.897058846	9.531665952	9.59839089	9.720106908	9.148281791	9.430530036	9.918877781	9.922594761	8.727620781	9.477013094	10.01607689	10.30702951	9.831423389	8.32311705
Solyc04g014730.2	3.781871886	3.823336251	4.260599394	4.283931018	4.4311874	3.941560655	3.877173765	4.157729781	4.153091241	3.965899769	3.919044587	4.425383595	4.508791758	4.620208306	4.432472094	3.914765158	4.029379226	4.218854718	4.717349231	4.986101791	4.422543086	5.472404329	4.274593168	4.023883022	4.644612688	4.174756385	4.238698174
Solyc04g014800.2	6.839099541	7.331846892	5.922684161	6.744133096	7.024970203	6.258562503	5.756435899	6.288071479	5.924588088	7.258462817	7.167459326	6.150710686	5.956391109	8.088466169	6.408547431	6.206970353	6.801037605	6.127125406	5.480318022	5.958034245	5.918953243	6.494798836	5.811430618	6.483484184	4.408724053	4.531663728	6.554527317
Solyc04g014820.2	9.783017901	9.788074857	9.817402716	10.27263111	9.796008309	9.751227114	9.742447501	10.07467029	9.839347302	9.662550295	9.478828383	9.655798661	9.061431785	9.668261914	9.906196318	9.717440929	9.536929416	9.769132544	9.470724876	9.323245971	9.313749345	9.522637272	9.681269253	9.163795083	9.308963888	9.654658931	9.438220625
Solyc04g014830.1	3.179111816	3.174971386	2.744561303	3.383629189	3.312412096	2.937755414	3.399247975	2.799883567	2.964421726	2.78830849	2.712840296	3.05603111	2.889262108	3.185416779	2.987649006	3.012148383	2.883150772	2.879305326	3.03121014	2.764575593	2.87663921	3.699449771	3.00534619	3.11746897	2.858596109	3.245779272	3.273784365
Solyc04g015020.2	6.338726925	6.225092667	6.650489673	6.919707425	6.788986245	6.549697344	6.238750213	6.392541699	6.526216643	6.30374871	6.583828958	6.881216687	6.23305905	7.221748689	7.006717212	6.734843465	6.407068578	6.727933043	6.836195599	6.810952034	6.920524346	7.40599419	7.23587817	6.981303678	6.170454299	6.802199181	6.947404742
Solyc04g015030.2	9.008707879	8.302303337	8.744215728	8.832230547	8.063461711	8.479247883	9.560095681	9.495216106	9.775014164	7.235304751	8.239556512	8.900585514	8.205226	6.537493653	9.358288471	9.353262486	8.933371347	8.398868196	10.51619896	10.41146936	9.495672149	8.000988251	10.04793883	8.815081832	10.57195005	9.833591739	9.208749886
Solyc04g015040.2	8.500089221	8.818004884	7.790386969	6.593085615	6.923317738	8.06719076	8.438432835	8.391863282	8.489221439	7.86520638	7.677000726	6.594197293	6.798450459	5.938394815	6.431670301	7.409234545	8.047549804	7.420916365	6.50478474	5.732914134	6.244078424	3.470952154	5.051457722	5.212905778	7.578183225	7.283284257	6.099166782
Solyc04g015050.2	9.025893772	9.107654002	9.135042814	9.288984662	9.32166183	9.270279228	8.952185884	9.097020559	9.246587263	9.167636755	9.162240453	9.11581972	8.575346342	9.09533533	9.08204746	9.267754118	9.200327469	9.226136745	9.293185574	9.275155518	9.111684927	9.099881714	8.99776761	9.171221146	9.203131232	8.893698723	9.217427812
Solyc04g015070.2	6.805375773	7.137317783	7.152417992	6.765199962	7.000118139	7.158748326	6.629881624	6.702357578	6.734989737	7.302164608	7.380127033	7.212115804	7.61649217	7.448303202	6.824221275	6.98857138	7.10779628	6.818935297	6.381541477	7.154806511	7.302164608	7.442455924	7.335900154	7.650840309	6.675476191	6.683077145	7.691078132
Solyc04g015100.2	5.561068566	5.92301537	5.093115168	3.529603667	4.242004658	4.943936921	5.469118512	5.150323893	4.745753091	5.252422321	5.308046957	4.415716558	6.353829809	5.509230004	4.615986269	4.752282955	5.170940568	5.145916126	4.289104424	4.555712565	5.289973087	4.951661274	4.961668529	4.894361013	5.325291335	5.457195968	4.587757631
Solyc04g015130.2	4.713832008	4.726123138	4.55923163	4.264533534	4.267938305	4.604563163	4.866006747	4.783925444	4.497567266	4.537038286	4.575190611	4.447849295	5.229218462	4.711063137	4.324367218	4.276240153	4.448000479	4.507008209	4.259751494	4.138901519	4.695913856	4.071244146	4.51154049	4.110776725	4.502678297	4.807306724	3.926049375
Solyc04g015150.2	9.348894577	9.25542343	9.506763747	10.51570214	10.14727548	9.718722784	9.267866997	9.56004696	9.805737489	9.52965287	9.467874718	9.782935502	9.612223096	10.13358046	10.37144666	9.77320944	9.59992979	9.700513894	9.612223096	9.350547024	9.207801215	10.02165144	9.263529824	9.800641115	8.717568025	8.70239182	9.927746322
Solyc04g015170.2	5.163537911	5.327924117	4.670002875	3.720131993	3.584000899	4.82462877	5.417711906	4.893846464	4.506997393	5.154314309	4.910418157	3.995340784	4.918075004	4.106770613	3.866559503	4.5035725	4.977983457	4.673466329	3.773848685	4.040792655	4.389191784	3.869788122	3.469397249	3.998457008	5.011643033	4.706842305	3.930101735
Solyc04g015190.2	7.207654211	6.947682626	7.120068428	7.180247449	6.662613582	6.72688458	7.029353	7.004229951	7.101344325	7.015533864	6.904877517	7.107821943	7.194649799	7.712266495	7.57461575	7.267143705	7.154997522	7.345236924	7.379633372	7.630327438	7.5678581	7.572492317	7.55888014	7.535990684	7.05649196	7.186202291	7.704579815
Solyc04g015330.2	8.645954072	8.623137146	9.150860175	9.798753147	8.990010521	8.753899338	9.013752385	9.200155535	9.203806883	8.804375642	8.642545211	9.327140299	8.136353402	8.645887859	9.4251734	9.202092514	8.854943618	9.072510236	9.416364296	9.020557511	8.782879415	8.796685001	8.462487185	8.718285506	8.683685813	8.40622019	9.634862842
Solyc04g015340.2	8.228214572	8.099698931	7.533520771	6.268202585	6.173257011	7.173231585	8.616611841	7.99932304	7.739080574	7.367732334	7.513348762	6.992839798	8.651214016	7.094433417	7.449175671	7.280956862	7.532570603	7.213528922	7.3206437	7.03398246	7.95158241	6.59187887	6.557221547	6.511864452	7.988841165	8.284059399	7.14446729
Solyc04g015350.2	7.320307382	7.092318088	7.623954443	7.878160683	7.728875333	7.374280882	7.080580543	7.450808146	7.414764291	7.387300418	7.524759962	7.873418141	7.141359468	8.013213704	8.072787378	7.358011393	7.261937856	7.718896537	7.687197562	7.836275893	7.71912363	8.127156039	7.902970322	8.093314968	6.96934763	7.5521058	8.072294532
Solyc04g015370.2	8.352038303	8.313177323	8.480690325	9.963971318	9.294644419	8.931619475	8.493530429	8.600902086	8.767098884	8.788717792	8.462941228	9.086878758	8.388302318	8.901916486	9.202880477	8.691327918	8.377082751	8.240647575	9.294856494	9.23130478	8.75477199	9.290355789	8.945664407	9.155615042	8.770263161	7.987498841	8.747904342
Solyc04g015450.2	4.691014264	5.10712738	3.91549309	4.0194184	3.997387007	3.996311745	4.874748406	4.208407425	4.175364385	4.291124448	4.119902191	3.975545542	4.159378433	3.433703123	3.46518179	3.743931865	4.103551161	3.668402871	3.600341927	3.254124811	3.665282853	3.531321692	3.537903955	3.599343944	4.072793694	4.365679043	3.663221277
Solyc04g015480.2	10.30576013	10.14635979	10.08612306	9.223064096	9.527003711	9.857817875	10.19747031	10.2204652	10.38601582	10.07740625	10.0363723	9.64842336	9.785512283	9.646828319	9.787775514	10.22083339	10.42577261	10.39404992	9.542375936	9.653065741	9.911084228	8.88272605	9.015911474	9.36458563	9.740747062	9.815472093	10.3814486
Solyc04g015610.2	3.763370352	4.011266706	4.307405668	3.474312842	3.161495534	3.953539249	3.903006989	3.86190402	4.248372181	3.648434716	3.888469821	4.460158274	3.552066422	3.481319027	3.465869662	3.881039587	3.279995436	4.227494759	4.430359534	3.507295157	3.480914671	3.101281821	4.08678273	3.211370663	4.088809563	3.709283869	3.792943578
Solyc04g015620.2	3.763370352	4.011266706	4.307405668	3.474312842	3.161495534	3.953539249	3.903006989	3.86190402	4.248372181	3.648434716	3.888469821	4.460158274	3.552066422	3.481319027	3.465869662	3.881039587	3.279995436	4.227494759	4.430359534	3.507295157	3.480914671	3.101281821	4.08678273	3.211370663	4.088809563	3.709283869	3.792943578
Solyc04g015680.2	10.57984557	10.5523469	10.48041097	9.908306477	10.19950972	10.66341723	10.40247205	10.31781602	10.20111098	10.35019781	10.33240573	10.02941959	9.939911488	10.3636678	10.40892678	10.15419477	9.916794807	10.1951705	10.01014268	10.44863138	10.59675832	10.10950549	10.14661445	10.57135449	10.21499533	10.52974998	10.39569198
Solyc04g015690.2	3.743942924	3.063686701	4.057635514	4.195969039	4.344119138	3.54725951	3.157533079	3.648569189	3.856000928	3.388049935	3.574056191	3.894047984	3.883254868	3.117512636	4.020078226	3.710491969	3.717882564	3.653330613	3.90355395	4.234059469	3.621666921	3.720552186	3.984120938	3.630208151	4.216743743	3.631055192	3.897473631
Solyc04g015700.1	3.743942924	3.063686701	4.057635514	4.195969039	4.344119138	3.54725951	3.157533079	3.648569189	3.856000928	3.388049935	3.574056191	3.894047984	3.883254868	3.117512636	4.020078226	3.710491969	3.717882564	3.653330613	3.90355395	4.234059469	3.621666921	3.720552186	3.984120938	3.630208151	4.216743743	3.631055192	3.897473631
Solyc04g015750.2	11.5736368	11.16080244	10.64053631	8.141680037	8.35578551	9.832914546	11.61362295	11.37954278	11.28840441	9.021518655	9.193724118	8.199955263	10.88647598	9.754875036	10.26201441	9.77249957	10.26327644	10.13614489	10.01156553	9.979067585	10.48322648	7.644684617	9.906166887	8.141063082	11.35227661	11.59965314	10.25551353
Solyc04g015830.2	6.801676102	7.108936343	5.723990791	3.846036	4.571625606	6.049617725	7.318355908	6.423452577	6.147680279	6.069626221	6.231771262	4.246546009	6.935598618	5.717237191	4.522217036	5.989010265	6.614015176	6.003002923	4.918663839	5.086974129	6.10209028	4.730064853	4.941797495	5.18347792	6.439634002	6.657127556	4.771119168
Solyc04g016210.2	3.410758323	2.966403701	3.335384601	3.481657513	3.596612533	3.288824879	2.893818365	2.884447294	3.367416397	3.779457731	3.487334957	3.93614906	2.924262968	3.184247472	4.106203001	3.550531469	3.333860682	3.695597818	3.72315513	4.391638954	3.507567229	5.203060471	4.876780749	3.084736689	3.351077763	3.427920405	4.302961236
Solyc04g016330.2	7.962254549	7.62318653	8.061849157	7.645340828	7.326232583	7.673417654	8.050262272	8.082013918	8.487667652	7.589528508	7.606972806	8.036778519	6.890540983	7.001984276	8.168009345	8.249143414	7.851410469	8.192194095	9.083144095	8.639310321	8.828919315	7.31458552	8.826808911	7.326232583	8.24939876	8.664977272	8.366333483
Solyc04g016360.2	10.07541455	10.16137947	10.03469785	9.833171722	10.08325199	10.26070521	9.840224906	9.82025241	9.88985779	10.27223507	10.38538713	10.05572852	10.48911686	10.37307773	10.49432484	9.930790286	10.07320534	10.2657247	9.953549654	9.92447586	10.06747796	10.01440054	9.920630711	9.763899431	9.904916539	9.85912019	9.782579155
Solyc04g016380.2	4.595302596	4.599542745	4.302771906	4.039289992	4.441253432	4.898570719	5.153110777	4.400776262	4.837764458	5.040607492	4.854426235	4.291447327	5.28990692	4.363425961	3.844744256	4.551333448	5.059270703	4.447044003	4.32511087	4.532219381	4.555817237	4.119868209	4.367059698	4.793920998	5.437494306	4.893796626	3.840561087
Solyc04g016470.2	2.852219456	3.037732012	3.782613204	4.759315251	5.07726937	4.002335309	3.210721113	3.322566309	3.468461932	3.44126617	3.177299468	4.073949511	4.52021954	6.670379762	4.452639286	3.269230861	2.924421545	2.809713734	4.032502053	3.235313788	3.047850603	5.964405662	4.748681965	4.051032194	3.182724102	3.113982444	3.683815523
Solyc04g016520.2	6.131428546	6.271479995	5.97275257	5.395281977	6.035931062	6.585274094	6.092916596	5.638008144	5.764084533	5.974748256	6.103461043	5.2703598	6.537913748	6.228708872	5.492063568	5.560026694	5.925311219	5.568559152	5.627583115	5.827935894	5.764863774	5.610418689	5.49118768	5.940165193	5.718573633	5.74686479	4.992365875
Solyc04g016530.2	5.068378841	5.150236571	5.107841094	5.347745722	5.518833141	5.038377897	5.01335799	5.072541624	5.303375798	5.14025345	5.246342261	5.148622496	5.092726591	5.389458944	5.418842306	5.344291835	5.273887015	5.618072967	5.792537982	5.433122017	5.329572602	5.183571182	5.424291783	5.166940168	5.390087341	5.532658337	5.490078175
Solyc04g017610.2	4.900690905	4.804569945	4.872242045	5.660511432	4.846729133	5.074301219	4.398767529	4.611664483	4.699344012	4.797759727	4.708718141	5.169983461	4.197745147	4.707925575	5.47411979	4.600175257	4.489829984	4.708293246	5.000646937	5.163881992	4.914882331	5.627911193	5.285769115	5.221845893	4.523766226	4.846428729	4.871068653
Solyc04g017680.2	7.175520094	7.183343496	7.159710413	5.868387875	6.757639278	7.154549744	7.063427692	7.064997812	7.141867473	7.238375082	7.271163797	6.662600653	7.067967393	6.941584188	6.80919299	7.311502302	7.614493069	7.230711871	6.779020456	7.119394907	7.028206262	6.48902277	6.747701131	6.736431816	7.365666487	7.16356695	6.773282297
Solyc04g017690.2	12.57402397	12.5465871	12.62268836	12.49500814	12.65769043	12.55238138	12.57776423	12.70641855	12.54983425	12.51825427	12.58401748	12.53105257	12.46753958	12.68551096	12.57170652	12.77053132	12.65711751	12.7832663	12.34761678	12.28123121	12.52433967	12.66165179	12.54967801	12.56519119	12.62834651	12.9205756	12.84866363
Solyc04g018110.1	7.881166581	8.029831406	9.149097092	9.108898148	9.571652541	8.897344584	7.971271323	8.028703767	8.141290236	9.313617519	9.477717689	9.521918107	9.426050012	9.933562131	9.646781161	9.176448532	8.745067071	8.531413685	9.922989032	9.506662016	9.065583801	9.829361919	9.811979189	10.78298699	9.088443236	8.072793605	10.08188843
Solyc04g024340.2	5.252339144	5.393588224	5.376871333	5.279962004	5.635178567	5.572588631	5.172079988	5.033426463	5.25812776	5.774068938	5.525588511	5.625915655	5.549602106	5.947934748	5.849290229	5.522847365	5.464911706	5.659734885	5.684767752	5.657450342	5.737080546	5.955147895	5.566713052	6.109868901	5.180101769	5.422788765	5.74044743
Solyc04g024420.2	8.070504052	7.997141662	8.638574179	9.512853477	9.413725283	8.45793995	8.01609828	8.260451085	8.651611508	8.751699123	8.69258432	9.183111157	8.5199284	9.306923989	9.232272976	9.124631831	8.777613731	8.990303142	9.004106902	9.115555233	8.594276475	9.756378838	8.994323507	9.501819819	8.491888371	8.015154012	9.065501723
Solyc04g024430.2	4.811965499	5.216366066	4.240043431	5.08539879	4.511026636	3.93230051	4.814667217	4.413943779	4.544165612	4.522195389	4.396462849	4.913417901	5.366018251	4.327336422	4.727653508	4.099902904	4.703113108	4.671893029	4.482434647	4.164673941	4.337826169	5.020294154	4.715084991	4.380090821	4.440125001	4.949556361	4.885994554
Solyc04g024510.2	9.835009617	9.743932837	9.968570537	9.659920514	9.96014211	9.851181832	9.537562549	9.714558047	9.745735811	10.03572957	10.07534134	10.08649497	9.692159248	10.2497117	10.22361766	9.82057613	9.727326078	10.00238815	10.11355383	10.4412775	10.27945569	10.28324373	10.29832415	10.36950379	9.765112651	9.935811527	10.28907019
Solyc04g024530.2	8.99408616	8.808189844	8.894688408	8.721058286	8.746746567	8.91488936	8.815862931	8.922903512	9.124893358	8.887564465	8.986801233	8.920509368	8.448888877	8.850979515	9.258765924	9.154679049	8.846984239	8.997977092	9.114851052	9.419429561	9.269023683	9.11676796	8.914720161	9.258348464	8.933046401	9.122043595	9.157749194
Solyc04g024760.1	2.735648915	2.733507015	2.860981163	3.138128363	3.203242775	2.733507015	2.76204065	3.097259128	3.256933811	2.544339299	2.578878343	2.972000718	2.654003382	2.77748457	2.733507015	2.894785186	2.733507015	3.071635744	3.204619561	2.7780531	2.827462445	2.817985587	3.02604082	2.653217362	2.85496396	2.605690936	2.795487532
Solyc04g024840.2	4.216866221	4.851537108	4.421970989	4.076000171	4.155087446	4.359128449	3.813697478	4.825901903	3.985324785	4.051755667	4.105356554	4.137983956	3.433838348	4.024557536	3.68877399	3.30883943	4.546157524	3.606227742	4.334339351	3.963702394	3.505615627	4.155546289	4.9665708	3.959510128	3.644680428	3.978713132	3.663813959
Solyc04g025120.1	9.900471822	9.971671268	9.804911477	9.581433816	9.344375218	9.334119419	9.778539492	9.83811953	9.855374682	9.681696891	9.607285	9.567608162	8.924581537	9.427217758	9.494252542	9.805206842	9.838172967	9.76178272	9.336548396	9.284932392	9.226702213	9.070170042	9.103947785	8.915030764	9.098685764	9.445400676	9.568042441
Solyc04g025300.2	8.917248317	8.65603147	8.928499301	8.898744299	8.930997376	8.8760805	8.854306502	8.745276566	8.968922995	9.011836718	9.050374184	8.782399547	9.195847594	9.479291666	9.110218593	9.07779517	8.891277525	9.075159397	9.08682496	9.413517527	9.199375332	9.296990829	9.250591608	9.273349552	8.859013511	8.906461764	9.062661089
Solyc04g025370.1	3.126010501	3.152878373	3.220565187	4.467869613	3.385336718	3.036643443	3.285162118	3.185904921	3.429040498	3.417562841	3.009328087	3.475988137	3.270977165	3.372886851	3.311172119	3.719340285	3.092085313	3.021249352	3.5103584	3.311937918	3.281945015	3.881623812	3.271234467	3.464705942	3.429364483	3.163411225	3.657067825
Solyc04g025400.2	3.126010501	3.152878373	3.220565187	4.467869613	3.385336718	3.036643443	3.285162118	3.185904921	3.429040498	3.417562841	3.009328087	3.475988137	3.270977165	3.372886851	3.311172119	3.719340285	3.092085313	3.021249352	3.5103584	3.311937918	3.281945015	3.881623812	3.271234467	3.464705942	3.429364483	3.163411225	3.657067825
Solyc04g025530.2	3.899097036	3.612538296	3.969085925	5.246798984	5.637403219	4.357311866	3.860214828	3.913655508	3.749647172	4.392446437	4.264422667	4.578669857	3.761178974	4.95610384	4.249283013	4.276733474	3.952373909	3.834196387	4.628092773	4.953747417	4.492376692	7.090293096	5.103081415	4.39935329	4.099377058	3.681932668	4.839462047
Solyc04g025650.2	7.089315348	7.603897721	8.122564287	8.853137476	8.774989215	8.007769122	7.187667531	7.471812632	7.265943128	8.063470036	8.360987491	8.74333129	5.638969954	6.013772878	7.044829788	7.3321266	7.581250175	7.046008012	8.1824369	8.318729463	7.734906904	8.087124843	8.424998337	8.282471212	6.895215337	6.83467413	8.489556837
Solyc04g026030.2	9.423907218	9.078530873	9.302205192	10.20661901	10.24376314	9.765204352	9.535713584	9.536812027	9.690515711	9.477450152	9.467616186	9.514088852	10.2457195	10.20342741	10.43458588	10.01732394	10.01814619	9.884171417	10.1131973	10.10219217	9.953875704	10.37397035	9.996036771	10.48045565	9.780942512	9.444863733	10.44240323
Solyc04g026100.1	9.648443908	9.562568881	9.61588398	10.40102894	10.07315483	9.800181109	9.761468707	9.747677483	9.901510394	9.796945328	9.555410215	9.945999677	9.816822931	9.67193173	9.872225237	9.519156224	9.36015602	9.285918533	10.06274138	9.728227546	9.550306121	9.638690537	9.879756688	9.840062743	10.09708347	9.788739171	9.30372689
Solyc04g028470.1	4.216866221	4.851537108	4.421970989	4.076000171	4.155087446	4.359128449	3.813697478	4.825901903	3.985324785	4.051755667	4.105356554	4.137983956	3.433838348	4.024557536	3.68877399	3.30883943	4.546157524	3.606227742	4.334339351	3.963702394	3.505615627	4.155546289	4.9665708	3.959510128	3.644680428	3.978713132	3.663813959
Solyc04g039630.1	3.701005538	3.670108675	3.987436369	4.715668048	4.501083981	3.577997617	3.53107417	3.541545886	3.658338185	3.52164982	3.480923761	4.18784065	3.270972861	4.138421587	4.044895277	3.948495937	3.630689366	3.980389222	4.12848666	3.731916453	3.822616911	4.408818051	3.77804654	4.074464239	3.505123752	3.570872669	4.302798991
Solyc04g039810.1	10.41714596	10.34960453	9.511840367	8.9095756	8.972999783	9.818904654	10.42958563	10.18118612	9.991030912	9.814615476	9.3871195	8.787647573	9.213215021	8.385676087	8.649295875	9.436007115	9.573484256	9.508079578	8.443368893	8.040049249	8.523522335	7.396472251	7.428363103	7.814735062	9.520318396	9.430573547	8.438702221
Solyc04g040100.1	7.406203641	7.449638637	7.376040719	7.598956554	7.644941171	7.554911039	7.374924457	7.459648383	7.516065483	7.389142296	7.369888433	7.368690687	6.898971394	7.157221563	7.417172256	7.364552247	7.310646525	7.348006082	7.665702474	7.376966494	7.255630744	7.239443457	7.259204674	7.270417457	7.458477953	7.482374861	7.240840455
Solyc04g040160.2	9.876700851	9.849193122	9.835080308	10.59188401	10.07303675	10.04584823	9.685700883	9.785258278	10.04702458	10.44621045	10.21340701	10.21380896	9.578063647	10.16465649	10.67384229	9.802292037	9.557545855	10.1021218	9.577388901	10.08396921	9.357927111	9.920575864	10.60366483	9.805835763	9.772565578	9.732934584	10.40795865
Solyc04g040170.2	6.168115826	6.216317275	6.160639194	4.758133588	5.653346553	6.044016579	6.232285079	6.080051884	6.019507351	5.833745857	6.13328046	5.432495994	6.089412222	5.753502182	5.241009418	6.652317025	7.027586979	6.370740693	5.909803788	5.923205424	6.159685943	4.683542654	5.159223618	5.698857416	6.485650615	5.963785498	5.761022954
Solyc04g040180.2	3.699509954	4.114164288	5.399559505	9.087282775	10.24679525	8.268670568	3.854451782	4.669989083	3.877076132	7.826033611	7.082585691	8.531379401	8.250319343	9.137640744	7.866746964	5.477694656	4.579004305	4.621850121	6.711384798	9.12612589	8.702830554	11.67834121	10.23393778	10.52938422	5.123232459	4.898953961	9.137640744
Solyc04g040190.1	9.982954929	9.817820896	9.673866671	9.374456012	9.26457284	9.663656064	9.810941808	9.915882168	9.992693593	9.79529637	9.829543634	9.401743959	9.607678707	10.09065739	10.20852467	9.984846704	9.915301493	10.11877408	9.583541906	9.876266782	9.805822924	9.888929043	9.922802336	9.491040548	9.967695336	10.11229009	10.75430931
Solyc04g040200.2	7.937846486	8.179129219	7.793864583	6.53654511	7.482737945	8.109935015	8.058189787	7.972964608	7.974858944	8.358676925	8.372059894	7.477999285	8.799254139	8.280870804	7.780228587	7.985843377	8.110770161	8.082459736	7.20737434	7.960301233	8.162290542	7.217190749	7.775915225	7.99974522	8.083225567	8.31099549	7.750077595
Solyc04g045340.2	11.0068818	10.84097143	10.82314936	10.73429657	10.92589439	10.76241526	10.90672737	10.95310432	10.88837746	10.91570685	10.97504599	11.16506874	10.93681549	10.74997942	10.89993943	10.82658267	10.91551486	10.97172373	11.16439514	11.30071387	11.25438023	11.13870229	11.16079037	10.99190499	10.96528845	11.00732926	11.18728463
Solyc04g045430.2	8.340350039	8.596259652	8.771641402	9.229259924	9.249802476	8.600960545	8.523595704	8.750376703	8.524161665	8.855579888	8.467835231	9.08588274	7.984684222	9.178064924	8.945340311	8.815999904	8.319734738	8.756012323	8.765278657	8.510436789	8.503336327	9.209680459	8.815198344	9.02236047	8.227477063	8.43750159	9.083825693
Solyc04g045480.2	6.482924978	6.512325324	5.84395697	4.889838114	5.016718282	6.079635943	6.440273605	6.008536111	5.854163187	6.232879635	6.069981357	4.797625509	6.903440167	6.096667376	5.05792511	5.826244463	6.410571888	5.808303874	5.258860214	5.674465389	6.403866756	5.648117364	5.795922878	6.106929724	6.482632351	6.456757088	5.695463507
Solyc04g045590.2	5.016999399	5.224617393	5.297757807	6.542357643	6.112700297	5.088959048	4.889089589	5.215191327	5.501466794	5.13787173	5.029920551	6.026846649	4.973385612	5.545552275	5.821459258	5.347077413	5.105109042	5.076794265	5.967420945	5.600659504	5.253855374	5.843768668	5.62085665	5.530657195	5.311490816	5.132228686	5.575468826
Solyc04g045600.2	10.60224423	10.37534204	10.72965288	10.67528094	10.3104318	10.27584578	10.73089127	10.77361497	10.88673917	10.50657471	10.67829078	11.01425419	9.238172943	9.083423477	10.4483204	10.75744835	10.74745646	10.88214606	11.10896566	10.65057844	10.54307551	9.564698254	10.19106982	8.758693658	10.83625876	11.07773141	10.47053444
Solyc04g045620.2	10.51756405	10.53903078	10.32417923	9.818024581	10.26949259	10.53271406	10.2782787	10.20421178	10.51632145	10.33149755	10.37747477	10.00793802	10.30497988	9.91044303	10.25220661	10.4250131	10.69553099	10.32752842	9.563513997	9.898361819	9.849558339	9.688891606	9.568360084	9.802932755	10.04546354	9.860288569	9.583240709
Solyc04g045630.2	6.405542355	6.3103691	6.691110383	6.530350091	6.721894546	6.703360904	6.405122227	6.622638581	6.935944932	6.61956241	6.866634675	6.563396744	6.46659143	6.90017007	6.584336727	6.867471199	6.95468258	6.781049045	7.251672519	7.203821553	6.957010251	7.022142462	7.20135034	6.913356899	7.817630517	7.434325206	6.677736009
Solyc04g047720.2	8.726936941	8.739341186	8.411691243	7.144708366	7.937230103	8.835394569	8.6028812	8.574805232	8.436642052	8.52743714	8.569746058	7.955560279	8.860761473	8.395937911	8.115335837	8.451260801	8.847344981	8.374453527	7.877545301	8.177669213	8.588914801	7.919017203	8.098777384	8.488081874	8.205730548	8.479568401	7.723148983
Solyc04g048900.2	6.694101965	7.450720294	8.269693913	8.330859309	8.741908031	8.735860039	7.024713921	7.141146888	6.517709729	8.802755931	8.737922466	8.472169701	9.67083718	8.629692998	7.68054382	8.192301959	8.481512558	7.861952285	7.098885011	8.345503927	8.851667784	8.72994837	8.439751399	9.57639938	6.676631138	6.357791782	8.763919778
Solyc04g049070.2	9.074586401	9.062972147	9.201362619	9.444088598	9.798712657	9.633459997	9.020291293	8.911725381	9.085860694	9.315064117	9.323244256	9.337689385	9.381642495	9.708895922	9.617373186	9.244584	9.203012419	9.141977328	9.31232385	9.359535196	9.414599851	9.708630818	9.469598606	9.711783004	8.979280967	9.010220501	9.400633915
Solyc04g049080.2	6.902272072	6.936775461	6.361167138	3.70938011	4.155087446	5.843569586	6.592761867	6.2590082	6.691539362	6.67139472	6.506989419	5.449663652	6.720970899	5.14887145	5.043184488	6.23822448	6.562874779	6.387240609	4.966740467	5.87166272	6.325610504	3.693957265	5.003651609	5.46020085	6.810421999	6.931043646	5.183991792
Solyc04g049180.2	8.247387193	8.354232812	8.426186308	8.192164672	8.366832991	8.381556965	7.982996979	8.103549029	8.199342627	8.290079347	8.337431579	8.336229211	8.529548708	8.838276755	8.679026382	8.294126479	8.146061072	8.38881918	8.480574267	8.561294636	8.662479565	8.299653731	8.415253722	8.597307863	8.343565236	8.448340738	8.407948797
